# pending.tsv 甄别结果（由 classify-pending.ps1 生成）
# 列：line<TAB>scope<TAB>file<TAB>source<TAB>verdict<TAB>reason<TAB>hint
38	docs	CHANGELOG.md	clear state, keep everything as is	translate	复用 dict 已有译文（扩展 scope）	dict:ui:清除状态，保持一切原样
39	docs	CHANGELOG.md	Commit message style	translate	复用 dict 已有译文（扩展 scope）	dict:ui:提交消息风格
40	docs	CHANGELOG.md	Commit N files	translate	新译	
41	docs	CHANGELOG.md	Commit not found	translate	复用 dict 已有译文（扩展 scope）	dict:ui,e2e:找不到提交
42	docs	CHANGELOG.md	Conflict n of m	translate	新译	
43	docs	CHANGELOG.md	could not check	translate	新译	
44	docs	CHANGELOG.md	Create pull request	translate	复用 dict 已有译文（扩展 scope）	dict:ui,e2e:创建拉取请求
45	docs	CHANGELOG.md	credentials refused	translate	新译	
46	docs	CHANGELOG.md	Delete …?	translate	新译	
47	docs	CHANGELOG.md	Delete <path>?	translate	新译	
48	docs	CHANGELOG.md	Discard changes?	translate	复用 dict 已有译文（扩展 scope）	dict:ui,e2e:丢弃更改？
49	docs	CHANGELOG.md	docs/Getting-Started.md	skip	路径/标识符/键名/CSS 类	
50	docs	CHANGELOG.md	Drop N commits	translate	新译	
51	docs	CHANGELOG.md	expires in N days	translate	新译	
52	docs	CHANGELOG.md	Explain with AI	translate	新译	
53	docs	CHANGELOG.md	Explaining conflict…	translate	复用 dict 已有译文（扩展 scope）	dict:ui:正在解释冲突…
54	docs	CHANGELOG.md	feature/* → [{suffix}]	skip	路径/标识符/键名/CSS 类	
55	docs	CHANGELOG.md	File history…	translate	复用 dict 已有译文（扩展 scope）	dict:ui:文件历史…
56	docs	CHANGELOG.md	folder missing	translate	复用 dict 已有译文（扩展 scope）	dict:ui:文件夹缺失
57	docs	CHANGELOG.md	git credential	translate	新译	
58	docs	CHANGELOG.md	Git executable	translate	新译	
59	docs	CHANGELOG.md	gpg.format=ssh	skip	CLI 命令/脚本片段/配置项	
60	docs	CHANGELOG.md	In use	translate	复用 dict 已有译文（扩展 scope）	dict:website:使用中
61	docs	CHANGELOG.md	Installed AI CLI	translate	新译	
62	docs	CHANGELOG.md	Interactively rebase onto here…	translate	新译	
63	docs	CHANGELOG.md	Load models	translate	复用 dict 已有译文（扩展 scope）	dict:ui:加载模型
64	docs	CHANGELOG.md	Mark resolved	translate	复用 dict 已有译文（扩展 scope）	dict:ui,e2e:标记已解决
65	docs	CHANGELOG.md	Merge branch 'x' into y	skip	git 原始输出/自动提交消息/trailer	
66	docs	CHANGELOG.md	Merge into current	translate	新译	
67	docs	CHANGELOG.md	Monika/Main/dbo/Stored Procedures/Colo…	skip	演示/示例/测试数据	
68	docs	CHANGELOG.md	Monika/Main/dbo/Stored…/Coloris_RiskControl_ApplyPlayerStatus.sql	skip	路径/标识符/键名/CSS 类	
69	docs	CHANGELOG.md	n of m	translate	新译	
70	docs	CHANGELOG.md	New worktree from here…	translate	复用 dict 已有译文（扩展 scope）	dict:ui:从这里新建工作树…
71	docs	CHANGELOG.md	New worktree…	translate	复用 dict 已有译文（扩展 scope）	dict:ui:新建工作树…
72	docs	CHANGELOG.md	Open in new worktree…	translate	新译	
73	docs	CHANGELOG.md	pnpm install	skip	CLI 命令/脚本片段/配置项	
74	docs	CHANGELOG.md	pr/<number>	skip	路径/标识符/键名/CSS 类	
75	docs	CHANGELOG.md	Pull requests	translate	复用 dict 已有译文（扩展 scope）	dict:ui,e2e:拉取请求
76	docs	CHANGELOG.md	read:repository:bitbucket	skip	路径/标识符/键名/CSS 类	
77	docs	CHANGELOG.md	Reduce motion	translate	复用 dict 已有译文（扩展 scope）	dict:ui:减少动效
78	docs	CHANGELOG.md	replace hand edits?	translate	复用 dict 已有译文（扩展 scope）	dict:ui:替换手工编辑？
79	docs	CHANGELOG.md	Select all	translate	新译	
80	docs	CHANGELOG.md	Show full message	translate	复用 dict 已有译文（扩展 scope）	dict:ui:显示完整消息
81	docs	CHANGELOG.md	Show older changes	translate	新译	
82	docs	CHANGELOG.md	SSH private key	translate	新译	
83	docs	CHANGELOG.md	staging → [support]	skip	路径/标识符/键名/CSS 类	
84	docs	CHANGELOG.md	Take all A	translate	新译	
85	docs	CHANGELOG.md	Take all B	translate	新译	
86	docs	CHANGELOG.md	write:repository:bitbucket	skip	路径/标识符/键名/CSS 类	
87	docs	CHANGELOG.md	xattr -cr	skip	CLI 命令/脚本片段/配置项	
88	docs	docs/Architecture.md	{ code, message }	skip	纯占位符/模板变量	
89	docs	docs/Architecture.md	features/*	skip	路径/标识符/键名/CSS 类	
90	docs	docs/Architecture.md	git credential	translate	新译	
91	docs	docs/Architecture.md	packages/forge	skip	路径/标识符/键名/CSS 类	
92	docs	docs/Architecture.md	src/core/ipc.ts	skip	路径/标识符/键名/CSS 类	
93	docs	docs/Coding-Standards.md	{ code, message }	skip	纯占位符/模板变量	
94	docs	docs/Coding-Standards.md	clippy -D warnings	skip	CLI 命令/脚本片段/配置项	
95	docs	docs/Coding-Standards.md	docs: …	skip	演示/示例/测试数据	
96	docs	docs/Coding-Standards.md	feat(graph): …	skip	演示/示例/测试数据	
97	docs	docs/Coding-Standards.md	fix(engine): …	skip	演示/示例/测试数据	
98	docs	docs/Coding-Standards.md	tests/unit	skip	路径/标识符/键名/CSS 类	
99	docs	docs/Contributing.md	GitKraken has it	translate	新译	
100	docs	docs/Contributing.md	packages/core/src/ai/providers.ts	skip	路径/标识符/键名/CSS 类	
101	docs	docs/Contributing.md	src/shared/highlight.ts	skip	路径/标识符/键名/CSS 类	
102	docs	docs/Contributing.md	tests/git_engine.rs	skip	路径/标识符/键名/CSS 类	
103	docs	docs/Development.md	.github/workflows/release.yml	skip	路径/标识符/键名/CSS 类	
104	docs	docs/Development.md	blocking()	skip	CLI 命令/脚本片段/配置项	
105	docs	docs/Development.md	corepack enable	skip	CLI 命令/脚本片段/配置项	
106	docs	docs/Development.md	docs/assets	skip	路径/标识符/键名/CSS 类	
107	docs	docs/Development.md	packages/core/src/ai/cliAgents.ts	skip	路径/标识符/键名/CSS 类	
108	docs	docs/Development.md	packages/core/src/ai/providers.ts	skip	路径/标识符/键名/CSS 类	
109	docs	docs/Development.md	pnpm dev	skip	CLI 命令/脚本片段/配置项	
110	docs	docs/Development.md	pnpm icons	skip	CLI 命令/脚本片段/配置项	
111	docs	docs/Development.md	pnpm install	skip	CLI 命令/脚本片段/配置项	
112	docs	docs/Development.md	pnpm install:mac	skip	CLI 命令/脚本片段/配置项	
113	docs	docs/Development.md	pnpm release:mac	skip	CLI 命令/脚本片段/配置项	
114	docs	docs/Development.md	pnpm tauri:build	skip	CLI 命令/脚本片段/配置项	
115	docs	docs/Development.md	pnpm tauri:dev	skip	CLI 命令/脚本片段/配置项	
116	docs	docs/Development.md	pnpm test	skip	CLI 命令/脚本片段/配置项	
117	docs	docs/Development.md	pnpm test:e2e	skip	CLI 命令/脚本片段/配置项	
118	docs	docs/Development.md	pnpm test:watch	skip	CLI 命令/脚本片段/配置项	
119	docs	docs/Development.md	pnpm typecheck	skip	CLI 命令/脚本片段/配置项	
120	docs	docs/Development.md	pnpm website	skip	CLI 命令/脚本片段/配置项	
121	docs	docs/Development.md	pnpm website:build	skip	CLI 命令/脚本片段/配置项	
122	docs	docs/Development.md	pnpm website:images	skip	CLI 命令/脚本片段/配置项	
123	docs	docs/Development.md	pnpm website:preview	skip	CLI 命令/脚本片段/配置项	
124	docs	docs/Development.md	src/core/demo.ts	skip	路径/标识符/键名/CSS 类	
125	docs	docs/Development.md	src/core/ipc.ts	skip	路径/标识符/键名/CSS 类	
126	docs	docs/Development.md	status: "conflicts"	skip	代码片段/模板残留	
127	docs	docs/Development.md	tauri dev	skip	CLI 命令/脚本片段/配置项	
128	docs	docs/Development.md	tests/git_engine.rs	skip	路径/标识符/键名/CSS 类	
129	docs	docs/Distribution.md	.github/workflows/release.yml	skip	路径/标识符/键名/CSS 类	
130	docs	docs/Distribution.md	.github/workflows/website.yml	skip	路径/标识符/键名/CSS 类	
131	docs	docs/Distribution.md	[Unreleased]	skip	changelog 元标记	
132	docs	docs/Distribution.md	Always Allow	translate	新译	
133	docs	docs/Distribution.md	AngKorGit was blocked	translate	新译	
134	docs	docs/Distribution.md	apps/website/src/content.config.ts	skip	路径/标识符/键名/CSS 类	
135	docs	docs/Distribution.md	auto_updates true	skip	路径/标识符/键名/CSS 类	
136	docs	docs/Distribution.md	brew install --cask angkorgit	skip	CLI 命令/脚本片段/配置项	
137	docs	docs/Distribution.md	bundle.createUpdaterArtifacts: true	skip	路径/标识符/键名/CSS 类	
138	docs	docs/Distribution.md	Casks/angkorgit.rb	skip	路径/标识符/键名/CSS 类	
139	docs	docs/Distribution.md	chmod +x AngKorGit_*.AppImage	skip	CLI 命令/脚本片段/配置项	
140	docs	docs/Distribution.md	docs/Launch-Checklist.md	skip	路径/标识符/键名/CSS 类	
141	docs	docs/Distribution.md	features/updater/check.ts	skip	路径/标识符/键名/CSS 类	
142	docs	docs/Distribution.md	process:default	skip	路径/标识符/键名/CSS 类	
143	docs	docs/Distribution.md	shasum -a 256	skip	CLI 命令/脚本片段/配置项	
144	docs	docs/Distribution.md	TAURI_SIGNING_PRIVATE_KEY(_PASSWORD)	skip	路径/标识符/键名/CSS 类	
145	docs	docs/Distribution.md	tauri.conf.json → plugins.updater.pubkey	skip	路径/标识符/键名/CSS 类	
146	docs	docs/Distribution.md	tccutil reset All dev.angkorgit.app	skip	CLI 命令/脚本片段/配置项	
147	docs	docs/Distribution.md	Update available	translate	新译	
148	docs	docs/Distribution.md	updater:default	skip	路径/标识符/键名/CSS 类	
149	docs	docs/Distribution.md	Windows protected your PC	translate	新译	
150	docs	docs/Distribution.md	xattr -cr	skip	CLI 命令/脚本片段/配置项	
151	docs	docs/Distribution.md	xattr -cr /Applications/AngKorGit.app	skip	CLI 命令/脚本片段/配置项	
152	docs	docs/Getting-Started.md	Always Allow	translate	新译	
153	docs	docs/Getting-Started.md	AngKorGit would like to access files in your … folder	translate	新译	
154	docs	docs/Getting-Started.md	chmod +x AngKorGit_*.AppImage	skip	CLI 命令/脚本片段/配置项	
155	docs	docs/Getting-Started.md	git remote -v	skip	CLI 命令/脚本片段/配置项	
156	docs	docs/Getting-Started.md	Open Anyway	translate	新译	
157	docs	docs/Launch-Checklist.md	.github/workflows/website.yml	skip	路径/标识符/键名/CSS 类	
158	docs	docs/Launch-Checklist.md	%{http_code}\n	skip	代码片段/模板残留	
159	docs	docs/Launch-Checklist.md	apps/website/public/CNAME	skip	路径/标识符/键名/CSS 类	
160	docs	docs/Launch-Checklist.md	apps/website/src/layouts/Base.astro	skip	路径/标识符/键名/CSS 类	
161	docs	docs/Launch-Checklist.md	Couldn't fetch	translate	新译	
162	docs	docs/Launch-Checklist.md	SITE_BASE=/	skip	路径/标识符/键名/CSS 类	
163	docs	docs/Roadmap.md	.angkorgit/review.md	skip	路径/标识符/键名/CSS 类	
164	docs	docs/Roadmap.md	(cherry picked from commit …)	skip	git 原始输出/自动提交消息/trailer	
165	docs	docs/UI-Guidelines.md	--background	skip	CLI 命令/脚本片段/配置项	
166	docs	docs/UI-Guidelines.md	Create branch	translate	复用 dict 已有译文（扩展 scope）	dict:ui:新建分支
167	docs	docs/UI-Guidelines.md	Push failed: no upstream — push with 'Set upstream' instead.	translate	新译	
168	docs	README.md	AI settings	translate	新译	
169	docs	README.md	Appearance settings	translate	新译	
170	docs	README.md	apps/desktop	skip	路径/标识符/键名/CSS 类	
171	docs	README.md	apps/website	skip	路径/标识符/键名/CSS 类	
172	docs	README.md	Built with Tauri	translate	新译	
173	docs	README.md	chmod +x	skip	CLI 命令/脚本片段/配置项	
174	docs	README.md	docs/assets/conflict.png	skip	路径/标识符/键名/CSS 类	
175	docs	README.md	docs/assets/demo.gif	skip	路径/标识符/键名/CSS 类	
176	docs	README.md	docs/assets/diff.png	skip	路径/标识符/键名/CSS 类	
177	docs	README.md	docs/assets/graph.png	skip	路径/标识符/键名/CSS 类	
178	docs	README.md	docs/assets/worktree.png	skip	路径/标识符/键名/CSS 类	
179	docs	README.md	License: MIT	translate	新译	
180	docs	README.md	Opening a repository, browsing the commit graph, jumping to a diff and resolving a merge conflict	translate	新译	
181	docs	README.md	packages/core	skip	路径/标识符/键名/CSS 类	
182	docs	README.md	The command palette	translate	新译	
183	docs	README.md	The commit graph in the Angkor Dusk theme, with branches, working copy and staged changes	translate	新译	
184	docs	README.md	The conflict resolver with both sides, line numbers and the result pane	translate	新译	
185	docs	README.md	The new worktree dialog over the graph	translate	新译	
186	e2e	tests/e2e/smoke.spec.ts	**://www.gravatar.com/**	skip	路径/标识符/键名/CSS 类	
187	e2e	tests/e2e/smoke.spec.ts	000096aaaaaa	skip	哈希/base64/公钥串	
188	e2e	tests/e2e/smoke.spec.ts	a short hash prefix jumps like a full hash and unknown hex words fall back to filtering	translate	新译	
189	e2e	tests/e2e/smoke.spec.ts	aside button[title="feature"]	skip	选择器/SVG/标记代码	
190	e2e	tests/e2e/smoke.spec.ts	aside button[title="feature"] span.truncate	skip	选择器/SVG/标记代码	
191	e2e	tests/e2e/smoke.spec.ts	aside div[title*="drag onto another branch"]	translate	e2e 选择器整串改写（需配套 ui 片段词条 drag onto another branch to merge or rebase）	
192	e2e	tests/e2e/smoke.spec.ts	avatars stay visible after opening and closing a diff	translate	新译	
193	e2e	tests/e2e/smoke.spec.ts	branch names line up whether or not the branch is checked out	translate	新译	
194	e2e	tests/e2e/smoke.spec.ts	branch row missing	translate	新译	
195	e2e	tests/e2e/smoke.spec.ts	button span.truncate	skip	选择器/SVG/标记代码	
196	e2e	tests/e2e/smoke.spec.ts	clicking a file opens the diff already at its first change, with no scroll animation	translate	新译	
197	e2e	tests/e2e/smoke.spec.ts	collapse all folds every sidebar section and branch folder	translate	新译	
198	e2e	tests/e2e/smoke.spec.ts	command palette opens with keyboard shortcut	translate	新译	
199	e2e	tests/e2e/smoke.spec.ts	commit actions stay inside a narrow working copy panel	translate	新译	
200	e2e	tests/e2e/smoke.spec.ts	commit box separates a summary line from a smaller description	translate	新译	
201	e2e	tests/e2e/smoke.spec.ts	commit search filters the graph	translate	新译	
202	e2e	tests/e2e/smoke.spec.ts	conflict resolver picks lines into a clean output	translate	新译	
203	e2e	tests/e2e/smoke.spec.ts	conflict resolver shows line numbers in both sides and the result	translate	新译	
204	e2e	tests/e2e/smoke.spec.ts	const palette = mergedThemePalette();	skip	选择器/SVG/标记代码	
205	e2e	tests/e2e/smoke.spec.ts	const palette = useThemePalette();	skip	选择器/SVG/标记代码	
206	e2e	tests/e2e/smoke.spec.ts	ControlOrMeta+f	skip	快捷键键名序列	
207	e2e	tests/e2e/smoke.spec.ts	ControlOrMeta+k	skip	快捷键键名序列	
208	e2e	tests/e2e/smoke.spec.ts	Explains the why.	skip	演示/示例/测试数据	
209	e2e	tests/e2e/smoke.spec.ts	feat(graph): virtualize commit rows	skip	演示/示例/测试数据	
210	e2e	tests/e2e/smoke.spec.ts	feat(worktrees): list, create and remove linked worktrees	skip	演示/示例/测试数据	
211	e2e	tests/e2e/smoke.spec.ts	feature/parallel agents	skip	演示/示例/测试数据	
212	e2e	tests/e2e/smoke.spec.ts	fix(diff): handle renamed files in word diff	skip	演示/示例/测试数据	
213	e2e	tests/e2e/smoke.spec.ts	folder missing	translate	复用 dict 已有译文（扩展 scope）	dict:ui:文件夹缺失
214	e2e	tests/e2e/smoke.spec.ts	folder tree view can collapse and expand every folder at once	translate	新译	
215	e2e	tests/e2e/smoke.spec.ts	graph display menu hides and restores the hash column	translate	新译	
216	e2e	tests/e2e/smoke.spec.ts	graph ref chips show whole labels and fold the rest behind a count	translate	新译	
217	e2e	tests/e2e/smoke.spec.ts	h2, p	skip	路径/标识符/键名/CSS 类	
218	e2e	tests/e2e/smoke.spec.ts	hovering a working copy file reveals its full path	translate	新译	
219	e2e	tests/e2e/smoke.spec.ts	img[src*="gravatar"]	skip	选择器/SVG/标记代码	
220	e2e	tests/e2e/smoke.spec.ts	interactive rebase dialog opens from the commit context menu	translate	新译	
221	e2e	tests/e2e/smoke.spec.ts	iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP8z8BQDwAEhQGAhKmMIQAAAABJRU5ErkJggg==	skip	哈希/base64/公钥串	
222	e2e	tests/e2e/smoke.spec.ts	long paths stay inside confirmation dialogs	translate	新译	
223	e2e	tests/e2e/smoke.spec.ts	mod+f focuses the commit search box	translate	新译	
224	e2e	tests/e2e/smoke.spec.ts	no resize handle	translate	新译	
225	e2e	tests/e2e/smoke.spec.ts	no sidebar resize handle	translate	新译	
226	e2e	tests/e2e/smoke.spec.ts	opening a diff hides the sidebar and toggling it back returns to the graph	translate	新译	
227	e2e	tests/e2e/smoke.spec.ts	opening a diff keeps the inspector at the same width	translate	新译	
228	e2e	tests/e2e/smoke.spec.ts	opens the demo repository and shows the commit graph	translate	新译	
229	e2e	tests/e2e/smoke.spec.ts	searching a commit hash jumps to it in the full graph	translate	新译	
230	e2e	tests/e2e/smoke.spec.ts	searching a hash that does not exist keeps the graph and says so	translate	新译	
231	e2e	tests/e2e/smoke.spec.ts	selecting a commit opens the inspector	translate	新译	
232	e2e	tests/e2e/smoke.spec.ts	sidebar geometry missing	translate	新译	
233	e2e	tests/e2e/smoke.spec.ts	sidebar lists demo pull requests and opens the create dialog	translate	新译	
234	e2e	tests/e2e/smoke.spec.ts	sidebar lists the demo worktrees and the new worktree dialog opens	translate	新译	
235	e2e	tests/e2e/smoke.spec.ts	sidebar sections behave as an accordion with collapsed headers pinned	translate	新译	
236	e2e	tests/e2e/smoke.spec.ts	splash fades into the welcome screen	translate	新译	
237	e2e	tests/e2e/smoke.spec.ts	tags header missing	translate	新译	
238	e2e	tests/e2e/smoke.spec.ts	temple gold	skip	品牌/产品/主题名（保留英文）	
239	e2e	tests/e2e/smoke.spec.ts	Virtualized rows keep large graphs smooth	translate	新译	
240	e2e	tests/e2e/smoke.spec.ts	welcome page flags missing folders and opens a repository from the keyboard	translate	新译	
241	meta	apps/desktop/package.json	tsc --noEmit	skip	CLI 命令/脚本片段/配置项	
242	meta	apps/desktop/package.json	tsc --noEmit && vite build	skip	CLI 命令/脚本片段/配置项	
243	meta	apps/desktop/package.json	vite preview	skip	CLI 命令/脚本片段/配置项	
244	meta	apps/desktop/package.json	workspace:*	skip	路径/标识符/键名/CSS 类	
245	meta	apps/desktop/src-tauri/Cargo.toml	AngKorGit Contributors	skip	品牌/产品/主题名（保留英文）	
246	meta	apps/desktop/src-tauri/tauri.conf.json	dW50cnVzdGVkIGNvbW1lbnQ6IG1pbmlzaWduIHB1YmxpYyBrZXk6IEJCOTlBMDVERkYyNjQ4NQpSV1NGWlBMZkJacTVDNUpPR0lTZmxaNEJxSXNKMU0vVmRCQ3JFWG5NdFNLNHlta09hRUUxcC9lNgo=	skip	哈希/base64/公钥串	
247	meta	apps/desktop/src-tauri/tauri.conf.json	icons/128x128.png	skip	路径/标识符/键名/CSS 类	
248	meta	apps/desktop/src-tauri/tauri.conf.json	icons/32x32.png	skip	路径/标识符/键名/CSS 类	
249	meta	apps/desktop/src-tauri/tauri.conf.json	icons/icon.icns	skip	路径/标识符/键名/CSS 类	
250	meta	apps/desktop/src-tauri/tauri.conf.json	icons/icon.ico	skip	路径/标识符/键名/CSS 类	
251	meta	apps/desktop/src-tauri/tauri.conf.json	pnpm build	skip	CLI 命令/脚本片段/配置项	
252	meta	apps/desktop/src-tauri/tauri.conf.json	pnpm dev:vite	skip	CLI 命令/脚本片段/配置项	
253	meta	package.json	install:mac	skip	CLI 命令/脚本片段/配置项	
254	meta	package.json	playwright test -c tests/e2e/playwright.config.ts	skip	CLI 命令/脚本片段/配置项	
255	meta	package.json	pnpm -r build	skip	CLI 命令/脚本片段/配置项	
256	meta	package.json	pnpm -r lint	skip	CLI 命令/脚本片段/配置项	
257	meta	package.json	pnpm -r typecheck	skip	CLI 命令/脚本片段/配置项	
258	meta	package.json	release:mac	skip	CLI 命令/脚本片段/配置项	
259	meta	package.json	tauri:build	skip	CLI 命令/脚本片段/配置项	
260	meta	package.json	test:watch	skip	CLI 命令/脚本片段/配置项	
261	meta	package.json	vitest run	skip	CLI 命令/脚本片段/配置项	
262	meta	package.json	website:build	skip	CLI 命令/脚本片段/配置项	
263	meta	package.json	website:images	skip	CLI 命令/脚本片段/配置项	
264	meta	package.json	website:preview	skip	CLI 命令/脚本片段/配置项	
265	rust	apps/desktop/src-tauri/src/account_check.rs	{email}:{token}	skip	纯占位符/模板变量	
266	rust	apps/desktop/src-tauri/src/account_check.rs	{scheme}://{host}/api/v4/personal_access_tokens/self	skip	路径/标识符/键名/CSS 类	
267	rust	apps/desktop/src-tauri/src/account_check.rs	{scheme}://{host}/api/v4/user	skip	路径/标识符/键名/CSS 类	
268	rust	apps/desktop/src-tauri/src/account_check.rs	application/vnd.github+json	skip	路径/标识符/键名/CSS 类	
269	rust	apps/desktop/src-tauri/src/account_check.rs	Basic {basic}	skip	纯占位符/模板变量	
270	rust	apps/desktop/src-tauri/src/account_check.rs	Bearer {token}	skip	纯占位符/模板变量	
271	rust	apps/desktop/src-tauri/src/account_check.rs	no account for {username} on {host}	translate	新译	
272	rust	apps/desktop/src-tauri/src/ai_cli.rs	.asdf/shims	skip	路径/标识符/键名/CSS 类	
273	rust	apps/desktop/src-tauri/src/ai_cli.rs	.cargo/bin	skip	路径/标识符/键名/CSS 类	
274	rust	apps/desktop/src-tauri/src/ai_cli.rs	.claude/local	skip	路径/标识符/键名/CSS 类	
275	rust	apps/desktop/src-tauri/src/ai_cli.rs	.local/bin	skip	路径/标识符/键名/CSS 类	
276	rust	apps/desktop/src-tauri/src/ai_cli.rs	.local/share/mise/shims	skip	路径/标识符/键名/CSS 类	
277	rust	apps/desktop/src-tauri/src/ai_cli.rs	.local/share/pnpm	skip	路径/标识符/键名/CSS 类	
278	rust	apps/desktop/src-tauri/src/ai_cli.rs	.nvm/versions/node	skip	路径/标识符/键名/CSS 类	
279	rust	apps/desktop/src-tauri/src/ai_cli.rs	.opencode/bin	skip	路径/标识符/键名/CSS 类	
280	rust	apps/desktop/src-tauri/src/ai_cli.rs	.volta/bin	skip	路径/标识符/键名/CSS 类	
281	rust	apps/desktop/src-tauri/src/ai_cli.rs	{} is not a supported AI CLI	skip	纯占位符/模板变量	
282	rust	apps/desktop/src-tauri/src/ai_cli.rs	{name} {}	skip	纯占位符/模板变量	
283	rust	apps/desktop/src-tauri/src/ai_cli.rs	{OUTPUT_FILE}	skip	纯占位符/模板变量	
284	rust	apps/desktop/src-tauri/src/ai_cli.rs	#!/bin/sh\n{body}\n	skip	路径/标识符/键名/CSS 类	
285	rust	apps/desktop/src-tauri/src/ai_cli.rs	AI CLI	skip	品牌/产品/主题名（保留英文）	
286	rust	apps/desktop/src-tauri/src/ai_cli.rs	Antigravity CLI	skip	品牌/产品/主题名（保留英文）	
287	rust	apps/desktop/src-tauri/src/ai_cli.rs	cat > /dev/null\necho pong	skip	CLI 命令/脚本片段/配置项	
288	rust	apps/desktop/src-tauri/src/ai_cli.rs	Claude Code	skip	品牌/产品/主题名（保留英文）	
289	rust	apps/desktop/src-tauri/src/ai_cli.rs	Codex CLI	skip	品牌/产品/主题名（保留英文）	
290	rust	apps/desktop/src-tauri/src/ai_cli.rs	command -v {name} || true	skip	CLI 命令/脚本片段/配置项	
291	rust	apps/desktop/src-tauri/src/ai_cli.rs	diff mentioning {OUTPUT_FILE_PLACEHOLDER} literally	skip	AI 提示词/探针	
292	rust	apps/desktop/src-tauri/src/ai_cli.rs	failed to launch: {e}	translate	新译	
293	rust	apps/desktop/src-tauri/src/ai_cli.rs	Gemini CLI	skip	品牌/产品/主题名（保留英文）	
294	rust	apps/desktop/src-tauri/src/ai_cli.rs	Library/pnpm	skip	路径/标识符/键名/CSS 类	
295	rust	apps/desktop/src-tauri/src/ai_cli.rs	missing {dir} in {joined}	translate	新译	
296	rust	apps/desktop/src-tauri/src/ai_cli.rs	printf '%s' \"$1\"	skip	CLI 命令/脚本片段/配置项	
297	rust	apps/desktop/src-tauri/src/ai_cli.rs	sleep 20	skip	CLI 命令/脚本片段/配置项	
298	rust	apps/desktop/src-tauri/src/ai_cli.rs	timed out after {}s	translate	新译	
299	rust	apps/desktop/src-tauri/src/commands.rs	could not open path	translate	新译	
