# 裁决审计（t7 F3）：residual.tsv 全部 translate+verify 行的书面裁决定位。DICT=已入词库；SKIP file:line=skip 文件裁决。
rust	translate	SKIP rust\skip-rust.tsv:9 [code]	unexpected http status code: 500
test	translate	SKIP rust\skip-rust.tsv:141 [fixture]	still a comment <b>not a tag</b>
ui	verify	SKIP ui\skip-ui.tsv:4 [css：字体栈字符串（VirtualDiff.tsx:68）]	12px "JetBrains Mono", monospace
website	translate	SKIP web\skip-web.tsv:18 [技术栈品牌行]	Tauri 2 · Rust · libgit2 · React
website	verify	SKIP web\skip-web.tsv:25 [mock 工作副本示例文件名]	WorkingCopyFileListItemContaine…
website	translate	SKIP web\skip-web.tsv:5 [mock 冲突窗格中的示例代码内容]	return render(rows, { colors });
ui	translate	SKIP ui\skip-ui.tsv:35 [demo：演示模式 toast（ipc.ts demo 分支），保持英文]	Rebased onto ${upstream} (demo)
rust	translate	SKIP rust\skip-rust.tsv:14 [code]	\\ No newline at end of file\n
website	translate	SKIP web\skip-web.tsv:9 [mock 冲突窗格中的示例代码内容]	const colors = legacyColors();
test	translate	SKIP rust\skip-rust.tsv:97 [fixture]	A pull request already exists
test	translate	SKIP rust\skip-rust.tsv:135 [fixture]	export enum EnumSponsorType {
rust	translate	SKIP rust\skip-rust.tsv:10 [code]	unexpected http status code:
test	translate	SKIP rust\skip-rust.tsv:103 [fixture]	Reviews may not be requested
test	translate	SKIP rust\skip-rust.tsv:122 [fixture]	[support] fix login redirect
rust	translate	SKIP rust\skip-rust.tsv:19 [gitraw]	fast-forward merge {branch}
test	translate	SKIP rust\skip-rust.tsv:129 [fixture]	line 1\ntheirs line\nline 2
ui	translate	SKIP ui\skip-ui.tsv:20 [css：字体族字符串（TerminalPanel.tsx:19）]	'JetBrains Mono', monospace
meta	verify	SKIP rust\skip-rust.tsv:183 [command]	tsc --noEmit && vite build
test	translate	SKIP rust\skip-rust.tsv:99 [fixture]	Another open merge request
test	translate	SKIP rust\skip-rust.tsv:117 [fixture]	List, create and remove.\n
test	translate	SKIP rust\skip-rust.tsv:148 [prompt]	Project review conventions
ui	translate	SKIP ui\skip-ui.tsv:37 [demo：演示模式 toast（ipc.ts demo 分支），保持英文]	Pushed to ${remote} (demo)
rust	translate	SKIP rust\skip-rust.tsv:26 [command]	command -v {name} || true
test	translate	SKIP rust\skip-rust.tsv:152 [fixture]	This project uses spaces.
test	translate	SKIP rust\skip-rust.tsv:130 [fixture]	line 1\nours line\nline 2
test	translate	SKIP rust\skip-rust.tsv:150 [prompt]	win over the general ones
website	translate	SKIP web\skip-web.tsv:13 [mock 侧边栏示例暂存名]	WIP on main: experiment …
test	translate	SKIP rust\skip-rust.tsv:106 [fixture]	expected a parsed remote
test	translate	SKIP rust\skip-rust.tsv:162 [fixture]	return value ?? fallback
ui	translate	SKIP ui\skip-ui.tsv:38 [demo：演示模式 toast（ipc.ts demo 分支），保持英文]	Fetched ${remote} (demo)
ui	translate	SKIP ui\skip-ui.tsv:40 [demo：演示模式 toast（ipc.ts demo 分支），保持英文]	Pushed tag ${tag} (demo)
website	translate	SKIP web\skip-web.tsv:14 [mock 中示例配置值（git 前缀规则样例）]	feature/* → feat(scope):
core	translate	SKIP rust\skip-rust.tsv:92 [code]	Bearer ${config.apiKey}
rust	translate	SKIP rust\skip-rust.tsv:37 [fixture]	Revert \"add bad file\"
test	translate	SKIP rust\skip-rust.tsv:104 [fixture]	source branch not found
ui	translate	SKIP ui\skip-ui.tsv:39 [demo：演示模式 toast（ipc.ts demo 分支），保持英文]	Pulled ${branch} (demo)
rust	translate	SKIP rust\skip-rust.tsv:31 [test-name]	main repo stays intact
ui	translate	SKIP ui\skip-ui.tsv:36 [demo：演示模式 toast（ipc.ts demo 分支），保持英文]	Rebase complete (demo)
website	translate	SKIP web\skip-web.tsv:20 [JSON-LD 发布者名称（机构名保留）]	AngKorGit contributors
core	translate	SKIP rust\skip-rust.tsv:93 [code]	Draft: ${input.title}
e2e	translate	SKIP rust\skip-rust.tsv:170 [test-name]	clipped: ${part.text}
rust	translate	SKIP rust\skip-rust.tsv:30 [test-name]	line should be staged
rust	translate	SKIP rust\skip-rust.tsv:20 [gitraw]	pull request checkout
ui	translate	SKIP ui\skip-ui.tsv:31 [brand：品牌名 + 版本号，保留原文]	AngKorGit v${version}
ui	translate	SKIP ui\skip-ui.tsv:34 [demo：演示模式 toast（ipc.ts demo 分支），保持英文]	Merged ${name} (demo)
website	translate	SKIP web\skip-web.tsv:15 [mock 侧边栏示例工作树名]	angkorgit-feature-di…
website	translate	SKIP web\skip-web.tsv:19 [操作系统品牌枚举（JSON-LD）]	macOS, Windows, Linux
docs	translate	SKIP web\skip-web.tsv:31 [docs 标题行：已由 dict 词条（ASCII 括号形）翻译；DNS/Hostinger 品牌保留，no-op 不重复入词库]	## 1. DNS（Hostinger）
e2e	translate	SKIP rust\skip-rust.tsv:171 [test-name]	spills: ${part.text}
rust	translate	SKIP rust\skip-rust.tsv:13 [code]	[GNUPG:] SIG_CREATED
test	translate	SKIP rust\skip-rust.tsv:127 [fixture]	Write in past tense.
test	translate	SKIP rust\skip-rust.tsv:155 [fixture]	should not be called
ui	translate	SKIP ui\skip-ui.tsv:33 [demo：演示模式 toast，e2e 断言引用（smoke.spec.ts:130），保持英文]	Cherry-picked (demo)
website	verify	SKIP web\skip-web.tsv:26 [content.config.ts glob 模式]	!Launch-Checklist.md
website	translate	SKIP web\skip-web.tsv:16 [mock 侧边栏示例工作树名]	angkorgit-fix-stash…
rust	translate	SKIP rust\skip-rust.tsv:29 [test-name]	message {message:?}
rust	translate	SKIP rust\skip-rust.tsv:49 [fixture]	production change\n
test	translate	SKIP rust\skip-rust.tsv:100 [fixture]	Draft: Fix pipeline
test	translate	SKIP rust\skip-rust.tsv:157 [fixture]	a **b** and `c` end
test	translate	SKIP rust\skip-rust.tsv:136 [fixture]	run(/* inline start
ui	translate	SKIP ui\skip-ui.tsv:16 [code：TS 函数签名（FileTree.tsx:109）被 JSX 扫描误报]	(folder: TreeFolder
website	translate	SKIP web\skip-web.tsv:24 [已本地化（全角括号已是词库目标形式）]	Windows（PowerShell）
rust	translate	SKIP rust\skip-rust.tsv:51 [fixture]	resolved content\n
test	translate	SKIP rust\skip-rust.tsv:125 [fixture]	fix login redirect
test	translate	SKIP rust\skip-rust.tsv:149 [prompt]	review conventions
test	translate	SKIP rust\skip-rust.tsv:118 [fixture]	summary\nbody line
ui	translate	SKIP ui\skip-ui.tsv:22 [ident：示例占位域名（placeholder），保留英文]	gitlab.example.com
e2e	translate	SKIP rust\skip-rust.tsv:172 [fixture]	Explains the why.
rust	translate	SKIP rust\skip-rust.tsv:52 [fixture]	add picked file\n
rust	translate	SKIP rust\skip-rust.tsv:54 [fixture]	diverge on master
rust	translate	SKIP rust\skip-rust.tsv:50 [fixture]	production change
test	translate	SKIP rust\skip-rust.tsv:101 [fixture]	Validation Failed
rust	translate	SKIP rust\skip-rust.tsv:184 [test-name]	local divergence
rust	translate	SKIP rust\skip-rust.tsv:185 [test-name]	resolved by hand
test	translate	SKIP rust\skip-rust.tsv:159 [fixture]	**has * inside**
test	translate	SKIP rust\skip-rust.tsv:158 [fixture]	**open and `open
test	translate	SKIP rust\skip-rust.tsv:137 [fixture]	/* at line start
test	translate	SKIP rust\skip-rust.tsv:102 [fixture]	401 Unauthorized
test	translate	SKIP rust\skip-rust.tsv:123 [fixture]	[support] fix it
test	translate	SKIP rust\skip-rust.tsv:151 [prompt]	only as guidance
rust	translate	SKIP rust\skip-rust.tsv:53 [fixture]	add picked file
rust	translate	SKIP rust\skip-rust.tsv:55 [fixture]	master change\n
rust	translate	SKIP rust\skip-rust.tsv:57 [fixture]	source change\n
test	translate	SKIP rust\skip-rust.tsv:108 [fixture]	Adds the thing.
test	translate	SKIP rust\skip-rust.tsv:156 [fixture]	invalid api key
test	translate	SKIP rust\skip-rust.tsv:119 [fixture]	one two\n\nbody
ui	translate	SKIP ui\skip-ui.tsv:21 [code：HTTP Authorization 认证头（AccountsTab.tsx:146）]	Bearer ${token}
ui	translate	SKIP ui\skip-ui.tsv:41 [demo：演示模式 toast（ipc.ts demo 分支），保持英文]	Reverted (demo)
website	verify	SKIP web\skip-web.tsv:27 [CSS 类选择器]	.terminal-block
rust	translate	SKIP rust\skip-rust.tsv:11 [code]	Bearer {token}
rust	translate	SKIP rust\skip-rust.tsv:58 [fixture]	change a add c
rust	translate	SKIP rust\skip-rust.tsv:59 [fixture]	feature commit
rust	translate	SKIP rust\skip-rust.tsv:60 [fixture]	feature work\n
rust	translate	SKIP rust\skip-rust.tsv:62 [fixture]	other change\n
test	translate	SKIP rust\skip-rust.tsv:138 [fixture]	// just a note
test	translate	SKIP rust\skip-rust.tsv:120 [fixture]	just a summary
rust	translate	SKIP rust\skip-rust.tsv:12 [code]	Basic {basic}
rust	translate	SKIP rust\skip-rust.tsv:63 [fixture]	change b only
rust	translate	SKIP rust\skip-rust.tsv:64 [fixture]	demo change\n
rust	translate	SKIP rust\skip-rust.tsv:56 [fixture]	master change
rust	translate	SKIP rust\skip-rust.tsv:66 [fixture]	master commit
rust	translate	SKIP rust\skip-rust.tsv:67 [fixture]	three renamed
test	translate	SKIP rust\skip-rust.tsv:112 [fixture]	Add worktrees
test	translate	SKIP rust\skip-rust.tsv:164 [fixture]	commit ${oid}
test	translate	SKIP rust\skip-rust.tsv:146 [fixture]	not logged in
website	translate	SKIP web\skip-web.tsv:23 [已本地化（全角括号已是词库目标形式）]	Mac（Homebrew）
website	translate	SKIP web\skip-web.tsv:17 [品牌/域名]	angkorgit.app
rust	translate	SKIP rust\skip-rust.tsv:38 [fixture]	add bad file
rust	translate	SKIP rust\skip-rust.tsv:42 [fixture]	change a {i}
rust	translate	SKIP rust\skip-rust.tsv:43 [fixture]	change b {i}
rust	translate	SKIP rust\skip-rust.tsv:61 [fixture]	feature work
rust	translate	SKIP rust\skip-rust.tsv:68 [fixture]	local edit\n
rust	translate	SKIP rust\skip-rust.tsv:69 [fixture]	local work\n
rust	translate	SKIP rust\skip-rust.tsv:70 [fixture]	plain commit
rust	translate	SKIP rust\skip-rust.tsv:71 [fixture]	release work
rust	translate	SKIP rust\skip-rust.tsv:72 [fixture]	topic change
test	translate	SKIP rust\skip-rust.tsv:124 [fixture]	"[support] "
test	translate	SKIP rust\skip-rust.tsv:110 [fixture]	Fix pipeline
test	translate	SKIP rust\skip-rust.tsv:153 [fixture]	Prefer tabs.
test	translate	SKIP rust\skip-rust.tsv:163 [fixture]	return value
website	translate	SKIP web\skip-web.tsv:10 [mock 中的示例文件名]	drawGraph.ts
rust	translate	SKIP rust\skip-rust.tsv:73 [fixture]	add a and b
rust	translate	SKIP rust\skip-rust.tsv:74 [fixture]	change both
rust	translate	SKIP rust\skip-rust.tsv:65 [fixture]	demo change
rust	translate	SKIP rust\skip-rust.tsv:75 [fixture]	demo work\n
rust	translate	SKIP rust\skip-rust.tsv:40 [fixture]	feature {i}
rust	translate	SKIP rust\skip-rust.tsv:77 [fixture]	from engine
rust	translate	SKIP rust\skip-rust.tsv:78 [fixture]	master work
rust	translate	SKIP rust\skip-rust.tsv:79 [fixture]	merge other
rust	translate	SKIP rust\skip-rust.tsv:80 [fixture]	prod work\n
test	translate	SKIP rust\skip-rust.tsv:139 [fixture]	<!-- header
test	translate	SKIP rust\skip-rust.tsv:109 [fixture]	New feature
test	translate	SKIP rust\skip-rust.tsv:111 [fixture]	Update docs
test	translate	SKIP rust\skip-rust.tsv:132 [fixture]	theirs line
e2e	verify	SKIP ui\skip-ui.tsv:8 [css：CSS 选择器（smoke.spec.ts:147）]	.font-mono
rust	translate	SKIP rust\skip-rust.tsv:48 [fixture]	change a 0
rust	translate	SKIP rust\skip-rust.tsv:47 [fixture]	change a 1
rust	translate	SKIP rust\skip-rust.tsv:46 [fixture]	change a 2
rust	translate	SKIP rust\skip-rust.tsv:45 [fixture]	change a 3
rust	translate	SKIP rust\skip-rust.tsv:44 [fixture]	change a 4
rust	translate	SKIP rust\skip-rust.tsv:39 [fixture]	commit {i}
rust	translate	SKIP rust\skip-rust.tsv:18 [gitraw]	commit: {}
rust	translate	SKIP rust\skip-rust.tsv:82 [fixture]	local base
rust	translate	SKIP rust\skip-rust.tsv:83 [fixture]	topic work
test	translate	SKIP rust\skip-rust.tsv:154 [fixture]	looks good
ui	translate	SKIP ui\skip-ui.tsv:26 [key：快捷键键名，保留原文]	Home / End
rust	translate	SKIP rust\skip-rust.tsv:27 [fixture]	Test User
rust	translate	SKIP rust\skip-rust.tsv:88 [fixture]	add files
rust	translate	SKIP rust\skip-rust.tsv:41 [fixture]	chore {i}
rust	translate	SKIP rust\skip-rust.tsv:76 [fixture]	demo work
rust	translate	SKIP rust\skip-rust.tsv:87 [fixture]	not a rev
rust	translate	SKIP rust\skip-rust.tsv:81 [fixture]	prod work
test	translate	SKIP rust\skip-rust.tsv:121 [fixture]	body line
test	translate	SKIP rust\skip-rust.tsv:107 [fixture]	not a url
test	translate	SKIP rust\skip-rust.tsv:133 [fixture]	ours body
test	translate	SKIP rust\skip-rust.tsv:131 [fixture]	ours line
ui	translate	SKIP ui\skip-ui.tsv:17 [code：TS 函数签名（ConflictResolver.tsx:113）被 JSX 扫描误报]	): number
ui	translate	SKIP ui\skip-ui.tsv:18 [code：TS 函数签名（AccountsTab.tsx:99）被 JSX 扫描误报]	): string
rust	translate	SKIP rust\skip-rust.tsv:84 [fixture]	change a
rust	translate	SKIP rust\skip-rust.tsv:85 [fixture]	pr third
test	translate	SKIP rust\skip-rust.tsv:160 [fixture]	`a ** b`
test	translate	SKIP rust\skip-rust.tsv:140 [fixture]	done -->
test	translate	SKIP rust\skip-rust.tsv:145 [fixture]	the diff
rust	translate	SKIP rust\skip-rust.tsv:86 [fixture]	pr work
rust	translate	SKIP rust\skip-rust.tsv:21 [ident]	AI CLI
test	translate	SKIP rust\skip-rust.tsv:161 [fixture]	a ** b
test	translate	SKIP rust\skip-rust.tsv:165 [fixture]	diff a
test	translate	SKIP rust\skip-rust.tsv:166 [fixture]	diff b
test	translate	SKIP rust\skip-rust.tsv:126 [fixture]	fix it
ui	translate	SKIP ui\skip-ui.tsv:23 [ident：版本号示例（placeholder），保留原文]	v1.0.0
test	translate	SKIP rust\skip-rust.tsv:147 [fixture]	\n \n
test	translate	SKIP rust\skip-rust.tsv:143 [fixture]	x = 1
ui	translate	SKIP ui\skip-ui.tsv:27 [key：快捷键键名，保留原文]	A / C
ui	translate	SKIP ui\skip-ui.tsv:28 [key：快捷键键名，保留原文]	K / P
ui	translate	SKIP ui\skip-ui.tsv:29 [key：快捷键键名，保留原文]	P / N
ui	translate	SKIP ui\skip-ui.tsv:19 [code：终端退格控制序列（TerminalPanel.tsx:45）]	\b \b
core	verify	SKIP rust\skip-rust.tsv:94 [code]	\n\n
ui	verify	SKIP ui\skip-ui.tsv:5 [ident：文件扩展名（DiffViewer.tsx:153）]	.svg
ui	verify	SKIP rust\skip-rust.tsv:94 [code]	\n\n
ui	verify	SKIP ui\skip-ui.tsv:7 [code：控制字符（TerminalPanel.tsx:45）]	\x7f
ui	translate	SKIP ui\skip-ui.tsv:24 [ident：API 密钥前缀示例（placeholder），保留原文]	sk-…
website	verify	SKIP web\skip-web.tsv:28 [content.config.ts glob 模式]	*.md
website	translate	SKIP web\skip-web.tsv:21 [git 术语，dict 中 HEAD 一律保留英文]	HEAD
website	translate	SKIP web\skip-web.tsv:22 [git 术语/装饰性 kicker（与 init: 前缀一致保留）]	init
website	verify	SKIP web\skip-web.tsv:29 [mock 工作副本示例目录]	src…
ui	translate	SKIP ui\skip-ui.tsv:25 [key：快捷键键名，保留原文]	Esc
ui	translate	SKIP ui\skip-ui.tsv:30 [term：协议名，保留英文（与 dict 既有 SSH 词条一致）]	SSH
website	verify	SKIP web\skip-web.tsv:30 [DocsLayout.astro 代码中的扩展名处理]	.md
