# adjudication-v011b.tsv（t19 · translator-c 产出，F7-3）——audit 未覆盖的候选（misc+verify）逐条裁决
# 列：scope<TAB>verdict<TAB>裁决<TAB>source
website	translate	SKIP v011b\misc\skip-misc.tsv:86 [code]	" viewBox="0 0 24 24" fill="none" stroke="currentColor" stroke-width="2" stroke-linecap="round" stroke-linejoin="round" aria-hidden="true">
core	translate	SKIP v011b\misc\skip-misc.tsv:138 [prompt]	Write a pull request description in markdown (## Summary, ## Changes, ## Testing) for these commits and diff stat.\n\nCommits:\n
ui	translate	SKIP v011b\misc\skip-misc.tsv:42 [code]	${h.header}\n${h.lines.map((l) => `${l.kind === 'addition' ? '+' : l.kind === 'deletion' ? '-' : ' '}${l.content}`).join('\n')}
website	translate	SKIP v011b\misc\skip-misc.tsv:91 [zh]	一个词，AngKorGit。也有人写作 Angkor Git、angkorgit 或 GitAngkor，指的都是这个应用。angkorgit.app 是唯一的官方网站，代码托管在 GitHub 的 cheat2001/angkorgit 仓库。
ui	translate	BATCH v011b\misc\batch.tsv:8 [translate]	These files go back to the last commit — staged and unstaged changes alike. New files are deleted. This cannot be undone.
ui	translate	BATCH v011b\misc\batch.tsv:9 [translate]	The file goes back to the last commit — its staged and unstaged changes are both reverted. This cannot be undone.
website	verify	SKIP v011b\misc\skip-misc.tsv:80 [command]	-o ~/Downloads/AngKorGit.AppImage && chmod +x ~/Downloads/AngKorGit.AppImage && ~/Downloads/AngKorGit.AppImage
ui	translate	BATCH v011b\misc\batch.tsv:10 [translate]	All changes in these files will be reverted. Untracked files among them are deleted. This cannot be undone.
ui	translate	BATCH v011b\misc\batch.tsv:11 [translate]	This ${forgeNoun(forgeRemote?.kind)} cannot be checked out from AngKorGit — open it in the browser instead.
website	verify	SKIP v011b\misc\skip-misc.tsv:81 [command]	curl -L ${SITE.assetUrl(version, `AngKorGit_${version}_amd64.AppImage`)} -o ~/Downloads/AngKorGit.AppImage
ui	translate	BATCH v011b\misc\batch.tsv:12 [translate]	${remaining.length} staged change${remaining.length === 1 ? '' : 's'} could not be discarded: ${listed}
ui	verify	SKIP v011b\misc\skip-misc.tsv:43 [code]	0 0 0 ${NODE_HALO}px hsl(var(--background)), 0 0 0 ${NODE_HALO + NODE_RING}px ${laneColor(node.color)}
website	verify	SKIP v011b\misc\skip-misc.tsv:82 [command]	-o ~/Downloads/AngKorGit.dmg && xattr -cr ~/Downloads/AngKorGit.dmg && open ~/Downloads/AngKorGit.dmg
ui	translate	BATCH v011b\misc\batch.tsv:13 [translate]	This file is new — discarding removes it from the index and deletes the file. This cannot be undone.
website	verify	SKIP v011b\misc\skip-misc.tsv:83 [command]	curl -L ${SITE.assetUrl(version, `AngKorGit_${version}_universal.dmg`)} -o ~/Downloads/AngKorGit.dmg
core	translate	SKIP v011b\misc\skip-misc.tsv:139 [prompt]	Project review conventions (they win over the general ones on conflict):\n${clip(project, 4000)}
ui	translate	BATCH v011b\misc\batch.tsv:14 [translate]	${leftovers.length} change${leftovers.length === 1 ? '' : 's'} could not be discarded: ${listed}
ui	translate	BATCH v011b\misc\batch.tsv:15 [translate]	Only these ${stashPaths.length} files are stashed. Everything else stays in your working copy.
ui	translate	SKIP v011b\misc\skip-misc.tsv:7 [zh]	使用本机已安装的 AI CLI——Claude Code、Codex、Gemini CLI、OpenCode 或 Antigravity——以其自身的登录与配额运行，无需 API 密钥。
ui	translate	BATCH v011b\misc\batch.tsv:16 [translate]	${local.ahead} commit${local.ahead === 1 ? '' : 's'} only on the local branch will be lost.
core	translate	SKIP v011b\misc\skip-misc.tsv:140 [prompt]	Summarize this commit history into key themes, as short bullets.\n\n${clip(commits)}
ui	translate	BATCH v011b\misc\batch.tsv:17 [translate]	AngKorGit error report\n\n${error?.name}: ${error?.message}\n\n${error?.stack ?? ''}
website	translate	SKIP v011b\misc\skip-misc.tsv:84 [command]	-o "$env:TEMP\\AngKorGit-setup.exe"; Start-Process "$env:TEMP\\AngKorGit-setup.exe"
core	translate	SKIP v011b\misc\skip-misc.tsv:141 [prompt]	${commitStyleInstructions(style, prefix)}\n\nStaged diff:\n\n${clip(stagedDiff)}
ui	translate	BATCH v011b\misc\batch.tsv:18 [translate]	\r\n[could not start shell: ${(error as { message?: string }).message ?? error}]
docs	verify	BATCH v011b\misc\batch.tsv:20 [translate]	Updated for v0.11.0 (September 2026). [CHANGELOG.md](../CHANGELOG.md) is the
ui	translate	BATCH v011b\misc\batch.tsv:19 [translate]	Checkout ${name} failed: ${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:6 [zh]	AI 请求失败：${(error as { message?: string } | null)?.message ?? String(error)}
core	translate	SKIP v011b\misc\skip-misc.tsv:142 [prompt]	Project review conventions (they win over the general ones on conflict):\n
ui	translate	SKIP v011b\misc\skip-misc.tsv:59 [covered]	). Submodule changes must be discarded inside the submodule repository.
ui	translate	SKIP v011b\misc\skip-misc.tsv:8 [zh]	请安装 Claude Code、Codex CLI、Gemini CLI、OpenCode 或 Antigravity CLI，然后重新扫描。
website	translate	SKIP v011b\misc\skip-misc.tsv:92 [zh]	AngKorGit（Angkor Git）——快速、免费的 Git 客户端与 Git GUI，支持 macOS、Windows 和 Linux
ui	translate	BATCH v011b\misc\batch.tsv:21 [translate]	Only this file is stashed. Everything else stays in your working copy.
ui	translate	SKIP v011b\misc\skip-misc.tsv:60 [covered]	cannot be checked out from AngKorGit — open it in the browser instead.
ui	translate	SKIP v011b\misc\skip-misc.tsv:9 [zh]	具有 read:repository:bitbucket + write:repository:bitbucket 权限范围的 API 令牌
ui	translate	SKIP v011b\misc\skip-misc.tsv:10 [zh]	无法切换到 ${main.name}：${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:44 [code]	${repoRemotes.map((r) => `${r.name}=${r.url}`).join(',')}|${upstream}
ui	translate	SKIP v011b\misc\skip-misc.tsv:11 [zh]	无法打开 ${held.name}：${(error as { message?: string }).message ?? error}
core	translate	SKIP v011b\misc\skip-misc.tsv:143 [prompt]	Summarize this commit history into key themes, as short bullets.\n\n
ui	translate	BATCH v011b\misc\batch.tsv:22 [translate]	Create a ${prNoun} for ${repo?.headBranch} without leaving AngKorGit
ui	translate	SKIP v011b\misc\skip-misc.tsv:12 [zh]	无法在 Finder 中显示文件：${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:13 [zh]	无法打开 ${wt.name}：${(error as { message?: string }).message ?? error}
e2e	verify	SKIP v011b\misc\skip-misc.tsv:98 [test-name]	arrow keys walk from the graph into a commit\u2019s files and back
ui	translate	BATCH v011b\misc\batch.tsv:24 [translate]	${errorLabel}: ${(error as { message?: string }).message ?? error}
website	verify	SKIP v011b\misc\skip-misc.tsv:87 [code]	</span><span class="font-mono text-[11px] font-normal text-faint">
ui	translate	BATCH v011b\misc\batch.tsv:25 [translate]	Discarded ${paths.length} change${paths.length === 1 ? '' : 's'}
ui	translate	BATCH v011b\misc\batch.tsv:26 [translate]	Redo failed: ${(error as { message?: string }).message ?? error}
ui	translate	BATCH v011b\misc\batch.tsv:27 [translate]	Undo failed: ${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:14 [zh]	无法打开 ${file}：${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:15 [zh]	无法读取 ${file}：${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:16 [zh]	${label} 失败：${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:45 [code]	${value.slice(0, selectionStart)}\t${value.slice(selectionEnd)}
ui	translate	SKIP v011b\misc\skip-misc.tsv:17 [zh]	无法加载 diff：${(error as { message?: string }).message ?? error}
ui	translate	BATCH v011b\misc\batch.tsv:28 [translate]	Copied ${lines} line${lines === 1 ? '' : 's'} (${side} text)
ui	translate	BATCH v011b\misc\batch.tsv:29 [translate]	Discarded ${before} staged change${before === 1 ? '' : 's'}
ui	translate	BATCH v011b\misc\batch.tsv:30 [translate]	Open a pre-filled pull request page for ${repo?.headBranch}
ui	translate	BATCH v011b\misc\batch.tsv:32 [translate]	The stashed changes are deleted and cannot be recovered.
ui	translate	SKIP v011b\misc\skip-misc.tsv:32 [zh]	丢弃失败：${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:31 [zh]	中止失败：${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:30 [zh]	保存失败：${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:28 [zh]	克隆失败：${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:29 [zh]	刷新失败：${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:33 [zh]	变基失败：${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:27 [zh]	合并失败：${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:18 [zh]	应用失败：${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:21 [zh]	拣选失败：${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:19 [zh]	提交失败：${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:20 [zh]	无法打开：${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:26 [zh]	更新失败：${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:23 [zh]	清除失败：${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:24 [zh]	移除失败：${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:22 [zh]	继续失败：${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:25 [zh]	连接失败：${(error as { message?: string }).message ?? error}
e2e	translate	BATCH v011b\misc\batch.tsv:33 [translate]	Apply src/features/graph/GraphRow.tsx from the stash
ui	translate	BATCH v011b\misc\batch.tsv:34 [translate]	Create ${forgeNoun(forgeCurrent ? forgeKind : null)}
ui	translate	SKIP v011b\misc\skip-misc.tsv:34 [zh]	将 user.name 和 user.email 写入 ${repo.name}/.git/config
core	translate	SKIP v011b\misc\skip-misc.tsv:144 [prompt]	General review conventions:\n${clip(general, 4000)}
rust	translate	SKIP v011b\misc\skip-misc.tsv:110 [gitraw]	checkout: fast-forward {local_name} to its upstream
ui	translate	SKIP v011b\misc\skip-misc.tsv:46 [code]	${(error as { message?: string }).message ?? error}
ui	translate	SKIP v011b\misc\skip-misc.tsv:35 [zh]	具有“read_repository” + “write_repository”权限范围的个人访问令牌
e2e	translate	BATCH v011b\misc\batch.tsv:35 [translate]	Select src/features/graph/CommitGraph.tsx to apply
website	verify	SKIP v011b\misc\skip-misc.tsv:88 [code]	hsl(var(${alt ? '--graph-2' : laneColors[lane]}))
e2e	translate	SKIP v011b\misc\skip-misc.tsv:99 [code]	section[aria-label^="文件差异："] div.overflow-y-auto
ui	verify	BATCH v011b\misc\batch.tsv:36 [translate]	Open the commit\u2019s files / back to the graph
website	translate	BATCH v011b\misc\batch.tsv:37 [translate]	文件历史 is there. Line-level blame is on the list.
core	translate	SKIP v011b\misc\skip-misc.tsv:145 [prompt]	and suggest a resolution.\n\nCURRENT (ours):\n
rust	translate	SKIP v011b\misc\skip-misc.tsv:112 [gitraw]	untracked files on {branch}: {short} {summary}
ui	translate	SKIP v011b\misc\skip-misc.tsv:47 [code]	${commit.author.name} <${commit.author.email}>
ui	translate	BATCH v011b\misc\batch.tsv:38 [translate]	detached @ ${repo.headOid?.slice(0, 8) ?? '?'}
ui	verify	SKIP v011b\misc\skip-misc.tsv:48 [code]	hsl(var(--primary) / ${current ? 0.28 : 0.14})
website	translate	BATCH v011b\misc\batch.tsv:39 [translate]	AngKorGit · Git 客户端 for macOS, Windows, Linux
ui	translate	BATCH v011b\misc\batch.tsv:40 [translate]	${changes} change${changes === 1 ? '' : 's'}
ui	translate	SKIP v011b\misc\skip-misc.tsv:49 [code]	${w.name}${w.branch ? ` · ${w.branch}` : ''}
ui	translate	BATCH v011b\misc\batch.tsv:41 [translate]	Applied ${basename(files[0])} from the stash
ui	translate	BATCH v011b\misc\batch.tsv:42 [translate]	Applied ${files.length} files from the stash
ui	translate	BATCH v011b\misc\batch.tsv:43 [translate]	detached @ ${wt.headOid?.slice(0, 8) ?? '?'}
e2e	translate	SKIP v011b\misc\skip-misc.tsv:100 [code]	section[aria-label^="文件差异："] span.font-mono
ui	verify	SKIP v011b\misc\skip-misc.tsv:50 [code]	max(2px, ${((end - start) / total) * 100}%)
ui	translate	SKIP v011b\misc\skip-misc.tsv:53 [code]	${(el.scrollTop / el.scrollHeight) * 100}%
ui	translate	SKIP v011b\misc\skip-misc.tsv:51 [code]	translateY(${item.start - outputMargin}px)
ui	translate	SKIP v011b\misc\skip-misc.tsv:52 [code]	translateY(${item.start - scrollMargin}px)
ui	translate	BATCH v011b\misc\batch.tsv:44 [translate]	Discard changes in ${paths.length} files?
ui	translate	BATCH v011b\misc\batch.tsv:45 [translate]	From commit ${dialogContext.slice(0, 8)}
ui	translate	BATCH v011b\misc\batch.tsv:46 [translate]	rename ${dialogContext} → ${name.trim()}
ui	verify	SKIP v011b\misc\skip-misc.tsv:36 [zh]	将 user.name 和 user.email 写入 ~/.gitconfig
ui	translate	SKIP v011b\misc\skip-misc.tsv:61 [covered]	Open a pre-filled pull request page for
ui	translate	BATCH v011b\misc\batch.tsv:47 [translate]	Pop latest stash: ${stashes[0].message}
ui	translate	BATCH v011b\misc\batch.tsv:48 [translate]	Unstage ${menuMulti.paths.length} files
ui	translate	SKIP v011b\misc\skip-misc.tsv:54 [code]	translateY(${item.start - topMargin}px)
e2e	translate	SKIP v011b\misc\skip-misc.tsv:101 [zh]	src/features/graph/CommitGraph.tsx 的历史
rust	translate	BATCH v011b\misc\batch.tsv:50 [translate]	nothing to stash in the selected files
rust	translate	SKIP v011b\misc\skip-misc.tsv:114 [code]	uncommitted changes exist in the index
ui	translate	BATCH v011b\misc\batch.tsv:49 [translate]	At commit ${dialogContext.slice(0, 8)}
ui	translate	SKIP v011b\misc\skip-misc.tsv:62 [covered]	only on the local branch will be lost.
e2e	translate	SKIP v011b\misc\skip-misc.tsv:102 [zh]	丢弃 src/features/graph/CommitGraph.tsx
ui	translate	SKIP v011b\misc\skip-misc.tsv:55 [code]	Basic ${btoa(`${identity}:${token}`)}
ui	translate	BATCH v011b\misc\batch.tsv:51 [translate]	Stage ${menuMulti.paths.length} files
ui	translate	BATCH v011b\misc\batch.tsv:52 [translate]	Worktree ready · ${basename(created)}
rust	translate	SKIP v011b\misc\skip-misc.tsv:111 [gitraw]	index on {branch}: {short} {summary}
ui	translate	SKIP v011b\misc\skip-misc.tsv:56 [code]	${count} ${statusMeta[status].label}
core	translate	SKIP v011b\misc\skip-misc.tsv:146 [prompt]	${text.slice(0, max)}\n…(truncated)
e2e	translate	BATCH v011b\misc\batch.tsv:53 [translate]	Applied GraphRow.tsx from the stash
rust	translate	BATCH v011b\misc\batch.tsv:54 [translate]	could not run git stash {verb}: {e}
website	translate	SKIP v011b\misc\skip-misc.tsv:85 [command]	-o "$env:TEMP\\AngKorGit-setup.exe"
rust	translate	SKIP v011b\misc\skip-misc.tsv:113 [gitraw]	WIP on {branch}: {short} {summary}
ui	translate	BATCH v011b\misc\batch.tsv:55 [translate]	Cherry-pick ${oids[0].slice(0, 8)}
ui	translate	BATCH v011b\misc\batch.tsv:56 [translate]	Apply ${diff.path} from the stash
ui	translate	BATCH v011b\misc\batch.tsv:57 [translate]	No staged files match the filter.
ui	translate	BATCH v011b\misc\batch.tsv:58 [translate]	Reset ${name} to ${ref.shorthand}
rust	translate	BATCH v011b\misc\batch.tsv:59 [translate]	{file} is not part of this stash
ui	translate	BATCH v011b\misc\batch.tsv:60 [translate]	Previous / next file (file list)
website	translate	SKIP v011b\misc\skip-misc.tsv:89 [code]	scale(${frame.clientWidth / w})
core	translate	SKIP v011b\misc\skip-misc.tsv:148 [prompt]	Explain this merge conflict in
core	translate	SKIP v011b\misc\skip-misc.tsv:147 [zh]	已安装 AI CLI（Claude Code、Codex…）
e2e	translate	BATCH v011b\misc\batch.tsv:62 [translate]	Applied 4 files from the stash
rust	translate	BATCH v011b\misc\batch.tsv:61 [translate]	{file} has no changes to stash
ui	translate	BATCH v011b\misc\batch.tsv:63 [translate]	The stash itself is unchanged.
core	translate	SKIP v011b\misc\skip-misc.tsv:149 [prompt]	General review conventions:\n
ui	translate	BATCH v011b\misc\batch.tsv:64 [translate]	+${leftovers.length - 3} more
ui	translate	BATCH v011b\misc\batch.tsv:65 [translate]	+${remaining.length - 3} more
e2e	translate	SKIP v011b\misc\skip-misc.tsv:103 [test-name]	${String(name)} spills right
rust	translate	BATCH v011b\misc\batch.tsv:68 [translate]	stash {index} does not exist
ui	translate	BATCH v011b\misc\batch.tsv:67 [translate]	Select ${diff.path} to apply
ui	translate	BATCH v011b\misc\batch.tsv:66 [translate]	create branch ${name.trim()}
e2e	translate	SKIP v011b\misc\skip-misc.tsv:105 [test-name]	${String(name)} spills left
e2e	translate	BATCH v011b\misc\batch.tsv:69 [translate]	Reset branch to its remote?
e2e	translate	SKIP v011b\misc\skip-misc.tsv:104 [code]	section[aria-label*=" 的历史"]
ui	translate	BATCH v011b\misc\batch.tsv:69 [translate]	Reset branch to its remote?
ui	translate	SKIP v011b\misc\skip-misc.tsv:63 [covered]	\r\n[could not start shell:
ui	translate	SKIP v011b\misc\skip-misc.tsv:57 [code]	${remoteName ?? 'origin'}/
ui	translate	SKIP v011b\misc\skip-misc.tsv:64 [covered]	AngKorGit error report\n\n
ui	translate	BATCH v011b\misc\batch.tsv:70 [translate]	No files match the filter.
ui	translate	SKIP v011b\misc\skip-misc.tsv:65 [covered]	without leaving AngKorGit
website	translate	SKIP v011b\misc\skip-misc.tsv:93 [zh]	Intel 与 Apple Silicon，单文件
core	translate	SKIP v011b\misc\skip-misc.tsv:150 [prompt]	\n\nINCOMING (theirs):\n
ui	translate	SKIP v011b\misc\skip-misc.tsv:66 [covered]	could not be discarded (
website	translate	SKIP v011b\misc\skip-misc.tsv:94 [zh]	AngKorGit 还是 Angkor Git？
e2e	translate	SKIP v011b\misc\skip-misc.tsv:106 [test-name]	dialog geometry missing
ui	translate	SKIP v011b\misc\skip-misc.tsv:67 [covered]	could not be discarded:
e2e	translate	BATCH v011b\misc\batch.tsv:72 [translate]	Stash selected changes
rust	translate	SKIP v011b\misc\skip-misc.tsv:116 [fixture]	kept across checkout\n
rust	translate	BATCH v011b\misc\batch.tsv:71 [translate]	not part of this stash
ui	translate	BATCH v011b\misc\batch.tsv:72 [translate]	Stash selected changes
e2e	translate	BATCH v011b\misc\batch.tsv:73 [translate]	Filter changed files…
ui	translate	BATCH v011b\misc\batch.tsv:73 [translate]	Filter changed files…
core	translate	SKIP v011b\misc\skip-misc.tsv:151 [prompt]	\n\nStaged diff:\n\n
rust	translate	SKIP v011b\misc\skip-misc.tsv:118 [fixture]	On master: wip graph
rust	translate	SKIP v011b\misc\skip-misc.tsv:117 [fixture]	staged then edited\n
website	translate	SKIP v011b\misc\skip-misc.tsv:95 [zh]	AppImage、.deb 和 .rpm
rust	translate	BATCH v011b\misc\batch.tsv:74 [translate]	{file} is untracked
rust	translate	SKIP v011b\misc\skip-misc.tsv:119 [fixture]	local feature work
rust	translate	SKIP v011b\misc\skip-misc.tsv:115 [code]	untracked files on
rust	translate	SKIP v011b\misc\skip-misc.tsv:120 [fixture]	On master: only a
ui	translate	SKIP v011b\misc\skip-misc.tsv:37 [zh]	无法在 Finder 中显示文件：
core	translate	SKIP v011b\misc\skip-misc.tsv:152 [prompt]	\n\nDiff stat:\n
e2e	translate	BATCH v011b\misc\batch.tsv:77 [translate]	Hide file filter
e2e	translate	BATCH v011b\misc\batch.tsv:78 [translate]	Pop latest stash
e2e	translate	BATCH v011b\misc\batch.tsv:79 [translate]	This is a stash.
rust	translate	SKIP v011b\misc\skip-misc.tsv:121 [test-name]	stash decoration
ui	translate	BATCH v011b\misc\batch.tsv:75 [translate]	Checkout ${name}
ui	translate	BATCH v011b\misc\batch.tsv:76 [translate]	Drop this stash?
ui	translate	BATCH v011b\misc\batch.tsv:77 [translate]	Hide file filter
ui	translate	BATCH v011b\misc\batch.tsv:78 [translate]	Pop latest stash
ui	translate	SKIP v011b\misc\skip-misc.tsv:68 [covered]	Worktree ready ·
e2e	translate	BATCH v011b\misc\batch.tsv:80 [translate]	Lane color band
rust	translate	SKIP v011b\misc\skip-misc.tsv:122 [fixture]	WIP on master:
ui	translate	SKIP v011b\misc\skip-misc.tsv:38 [zh]	AngKorGit 崩溃了：
ui	translate	SKIP v011b\misc\skip-misc.tsv:39 [zh]	Atlassian 账户邮箱
ui	translate	SKIP v011b\misc\skip-misc.tsv:69 [covered]	from the stash
e2e	translate	BATCH v011b\misc\batch.tsv:81 [translate]	Apply 4 files
e2e	translate	BATCH v011b\misc\batch.tsv:82 [translate]	Filter files…
e2e	translate	BATCH v011b\misc\batch.tsv:83 [translate]	Stage 3 files
rust	translate	SKIP v011b\misc\skip-misc.tsv:123 [test-name]	checked above
ui	translate	BATCH v011b\misc\batch.tsv:82 [translate]	Filter files…
ui	translate	DICT	create branch
ui	translate	SKIP v011b\misc\skip-misc.tsv:70 [covered]	staged change
e2e	translate	BATCH v011b\misc\batch.tsv:84 [translate]	Clear filter
e2e	translate	BATCH v011b\misc\batch.tsv:85 [translate]	Commit files
e2e	translate	BATCH v011b\misc\batch.tsv:86 [translate]	Filter files
e2e	translate	BATCH v011b\misc\batch.tsv:87 [translate]	Reset branch
e2e	translate	SKIP v011b\misc\skip-misc.tsv:107 [test-name]	spills right
rust	translate	SKIP v011b\misc\skip-misc.tsv:125 [fixture]	new staged\n
rust	translate	SKIP v011b\misc\skip-misc.tsv:124 [test-name]	stash listed
ui	translate	BATCH v011b\misc\batch.tsv:84 [translate]	Clear filter
ui	translate	BATCH v011b\misc\batch.tsv:85 [translate]	Commit files
ui	translate	BATCH v011b\misc\batch.tsv:86 [translate]	Filter files
ui	translate	SKIP v011b\misc\skip-misc.tsv:71 [covered]	Redo failed:
ui	translate	BATCH v011b\misc\batch.tsv:87 [translate]	Reset branch
ui	translate	SKIP v011b\misc\skip-misc.tsv:72 [covered]	Undo failed:
e2e	translate	SKIP v011b\misc\skip-misc.tsv:108 [test-name]	spills left
rust	translate	SKIP v011b\misc\skip-misc.tsv:127 [fixture]	feature one
rust	translate	SKIP v011b\misc\skip-misc.tsv:126 [fixture]	feature two
test	translate	SKIP v011b\misc\skip-misc.tsv:154 [fixture]	col${i + 1}
ui	translate	SKIP v011b\misc\skip-misc.tsv:73 [covered]	From commit
ui	translate	SKIP v011b\misc\skip-misc.tsv:74 [covered]	detached @
ui	translate	SKIP v011b\misc\skip-misc.tsv:40 [zh]	无法加载 diff：
rust	translate	SKIP v011b\misc\skip-misc.tsv:129 [fixture]	a dirty\n
rust	translate	SKIP v011b\misc\skip-misc.tsv:128 [fixture]	b dirty\n
rust	translate	SKIP v011b\misc\skip-misc.tsv:130 [fixture]	wip graph
ui	translate	SKIP v011b\misc\skip-misc.tsv:75 [covered]	At commit
rust	translate	SKIP v011b\misc\skip-misc.tsv:131 [fixture]	index on
ui	translate	SKIP v011b\misc\skip-misc.tsv:76 [covered]	Create a
website	translate	SKIP v011b\misc\skip-misc.tsv:96 [zh]	blame 视图
rust	translate	SKIP v011b\misc\skip-misc.tsv:132 [fixture]	only a
